Frequency_Hz,Reflection_Coefficient,Absorption_Coefficient,Attenuation_dB,Specific_Resistance_Ratio,Specific_Reactance_Ratio
636,0.6311201,0.6016874,3.99776,2.892089,-2.019446
640,0.627611,0.6061044,4.046188,2.875631,-1.989291
644,0.6248822,0.6095223,4.084038,2.784433,-1.987701
648,0.6199667,0.6156412,4.152632,2.707528,-1.961079
652,0.6193025,0.6164644,4.161943,2.682493,-1.960844
656,0.6206107,0.6148424,4.143615,2.640257,-1.981245
660,0.6160119,0.6205294,4.208219,2.617101,-1.945944
664,0.611115,0.6265385,4.277542,2.588472,-1.910082
668,0.6087319,0.6294454,4.311479,2.545562,-1.898823
672,0.6043633,0.634745,4.374038,2.506904,-1.870693
676,0.6011027,0.6386756,4.421027,2.470745,-1.851515
680,0.5928079,0.6485788,4.54172,2.429402,-1.795029
684,0.5935317,0.6477201,4.531121,2.391259,-1.807373
688,0.5919094,0.6496432,4.554895,2.39203,-1.795105
692,0.5823675,0.660848,4.696056,2.42047,-1.717869
696,0.5772784,0.6667496,4.772293,2.375833,-1.690259
700,0.5783421,0.6655204,4.756303,2.296327,-1.713453
704,0.5749391,0.669445,4.807563,2.299192,-1.689151
708,0.5647566,0.6810499,4.962773,2.26015,-1.62663
712,0.5639714,0.6819363,4.974858,2.216421,-1.629536
716,0.5557571,0.691134,5.1023,2.199726,-1.578881
720,0.5512674,0.6961043,5.172754,2.20951,-1.547733
724,0.5505357,0.6969105,5.184291,2.161628,-1.552749
728,0.549676,0.6978563,5.197865,2.180868,-1.543523
732,0.5444024,0.703626,5.2816,2.164534,-1.513522
736,0.539615,0.7088157,5.35832,2.136152,-1.489737
740,0.5348426,0.7139435,5.435482,2.124947,-1.462913
744,0.5332155,0.7156813,5.461946,2.088816,-1.460745
748,0.5266803,0.7226079,5.569058,2.096329,-1.420207
752,0.5275847,0.7216544,5.554156,2.120337,-1.419909
756,0.5184443,0.7312155,5.705957,2.108999,-1.367872
760,0.517482,0.7322123,5.722094,2.066999,-1.373069
764,0.5155816,0.7341756,5.754051,2.075384,-1.359891
768,0.5119246,0.7379332,5.815879,2.033469,-1.349287
772,0.5061035,0.7438592,5.915213,2.023869,-1.318822
776,0.5030503,0.7469404,5.967772,2.003603,-1.306914
780,0.5011145,0.7488843,6.001261,2.006922,-1.295357
784,0.4970287,0.7529625,6.072371,2.010017,-1.271893
788,0.4928549,0.757094,6.145618,1.977006,-1.258042
792,0.4865795,0.7632404,6.256924,1.960449,-1.228856
796,0.4832728,0.7664474,6.316152,1.919191,-1.22244
800,0.47509,0.7742895,6.464482,1.928818,-1.177434
804,0.4697885,0.7792987,6.561952,1.923367,-1.151617
808,0.4618913,0.7866564,6.709205,1.894503,-1.120288
812,0.4584467,0.7898266,6.774223,1.897086,-1.102044
816,0.4520153,0.7956822,6.896938,1.875741,-1.076899
820,0.4515302,0.7961205,6.906265,1.887158,-1.070556
824,0.4462813,0.800833,7.007826,1.877262,-1.047812
828,0.4387205,0.8075243,7.156241,1.864698,-1.014949
832,0.438045,0.8081166,7.169626,1.857738,-1.014263
836,0.4372832,0.8087834,7.184744,1.859886,-1.009698
840,0.4271195,0.8175689,7.389011,1.841672,-0.9671503
844,0.4226809,0.8213408,7.479746,1.844046,-0.9444913
848,0.419659,0.8238863,7.542068,1.854806,-0.9247908
852,0.4215523,0.8222936,7.50297,1.874242,-0.9251351
856,0.4142481,0.8283985,7.654788,1.853078,-0.8987255
860,0.4063714,0.8348623,7.821537,1.830592,-0.8709183
864,0.3974822,0.8420079,8.013645,1.829242,-0.8278249
868,0.3943821,0.8444628,8.081656,1.832421,-0.8106123
872,0.391773,0.846514,8.139313,1.840762,-0.7925613
876,0.3862719,0.850794,8.262137,1.852254,-0.7569688
880,0.3823584,0.8538021,8.350588,1.816153,-0.7601484
884,0.3797678,0.8557764,8.409637,1.800907,-0.7566852
888,0.3765041,0.8582447,8.484606,1.816296,-0.7305092
892,0.3700644,0.8630524,8.634455,1.805236,-0.7052676
896,0.371429,0.8620405,8.602485,1.830838,-0.6940643
900,0.3731802,0.8607365,8.561626,1.839271,-0.6971147
904,0.3708212,0.8624916,8.616708,1.841759,-0.6826275
908,0.3606087,0.8699614,8.859277,1.802869,-0.6582904
912,0.3543299,0.8744503,9.011845,1.778078,-0.6447856
916,0.3485887,0.8784859,9.153734,1.761902,-0.6279699
920,0.3503745,0.8772377,9.109351,1.790047,-0.6146834
924,0.348172,0.8787763,9.164123,1.795982,-0.5978355
928,0.3422985,0.8828318,9.311901,1.781287,-0.5789912
932,0.3351097,0.8877015,9.496261,1.77131,-0.5489972
936,0.3274972,0.8927456,9.695849,1.7595,-0.5183666
940,0.3282192,0.8922722,9.676722,1.779851,-0.5013868
944,0.3275584,0.8927055,9.694225,1.781967,-0.4952049
948,0.3231057,0.8956027,9.813107,1.791733,-0.4567088
952,0.3152537,0.9006151,10.0268,1.774864,-0.4278153
956,0.3173924,0.8992621,9.96807,1.773359,-0.4433319
960,0.3124332,0.9023855,10.10486,1.769438,-0.4166441
964,0.3095225,0.9041958,10.18615,1.773448,-0.391666
968,0.3107705,0.9034217,10.15121,1.78653,-0.381197
972,0.3023692,0.9085729,10.38925,1.767921,-0.3491433
976,0.3044246,0.9073257,10.33041,1.778763,-0.3467849
980,0.3010568,0.9093648,10.42703,1.768011,-0.3391463
984,0.3002036,0.9098778,10.45168,1.783246,-0.3050231
988,0.3026282,0.9084162,10.38181,1.798447,-0.296208
992,0.2970109,0.9117845,10.54455,1.779829,-0.2840133
996,0.2910047,0.9153163,10.722,1.767277,-0.2555572
1000,0.2949271,0.913018,10.60571,1.783188,-0.2571857
1004,0.2887703,0.9166117,10.78895,1.769176,-0.2284029
1008,0.2817975,0.9205902,11.00126,1.754154,-0.1910559
1012,0.2894766,0.9162033,10.76773,1.784349,-0.1938771
1016,0.2884462,0.9167988,10.7987,1.786,-0.1747426
1020,0.2814375,0.9207929,11.01236,1.758754,-0.1716045
1024,0.2776629,0.9229033,11.12964,1.750115,-0.1487477
1028,0.2815704,0.9207181,11.00826,1.769244,-0.1328633
1032,0.2819082,0.9205278,10.99784,1.771637,-0.1279898
1036,0.2858222,0.9183057,10.87808,1.790523,-0.1105795
1040,0.2893035,0.9163035,10.77293,1.807003,-0.09467571
1044,0.2855558,0.9184579,10.88618,1.797288,-0.05094684
1048,0.2780461,0.9226904,11.11767,1.769574,-0.02873771
1052,0.2782192,0.9225941,11.11226,1.77059,-0.02008056
1056,0.2718251,0.9261111,11.31421,1.746592,-0.000891812
1060,0.2638704,0.9303724,11.57219,1.716895,-0.004481741
1064,0.2739273,0.9249638,11.24729,1.754165,0.02119707
1068,0.2757168,0.9239802,11.19073,1.758938,0.05360661
1072,0.2774223,0.9230368,11.13717,1.765321,0.05528203
1076,0.2717304,0.9261626,11.31724,1.742406,0.06692795
1080,0.2710802,0.9265155,11.33804,1.736563,0.09166014
1084,0.2742844,0.9247681,11.23598,1.745665,0.1097209
1088,0.2750857,0.9243279,11.21064,1.74597,0.1236096
1092,0.2740727,0.9248841,11.24268,1.739959,0.1330929
1096,0.2780453,0.9226908,11.11769,1.748905,0.1590005
1100,0.2827334,0.9200618,10.97246,1.76435,0.1701185
1104,0.277307,0.9231008,11.14078,1.737997,0.1857361
1108,0.2782105,0.9225989,11.11253,1.740214,0.1898999
1112,0.280994,0.9210424,11.02606,1.744099,0.2106608
1116,0.2809242,0.9210816,11.02822,1.734968,0.2333044
1120,0.28404,0.9193213,10.93241,1.740715,0.2497902
1124,0.2837442,0.9194892,10.94146,1.732548,0.2649214
1128,0.2817594,0.9206116,11.00243,1.72238,0.2688508
1132,0.2863531,0.9180019,10.86196,1.726666,0.2981208
1136,0.2855949,0.9184356,10.88499,1.711558,0.318881
1140,0.2870268,0.9176157,10.84155,1.714204,0.3248446
1144,0.2996465,0.910212,10.46782,1.756197,0.3480333
1148,0.3024929,0.908498,10.3857,1.758724,0.3645237
1152,0.3024683,0.9085129,10.3864,1.741951,0.3887995
1156,0.3034832,0.9078979,10.35731,1.744806,0.391502
1160,0.3041174,0.9075126,10.33917,1.732006,0.4125815
1164,0.3040976,0.9075246,10.33974,1.713161,0.4355165
1168,0.3044482,0.9073113,10.32973,1.701076,0.4512243
1172,0.3104526,0.9036192,10.16009,1.71778,0.4665535
1176,0.315755,0.9002988,10.01299,1.739125,0.4733636
1180,0.3156797,0.9003463,10.01507,1.72609,0.4868196
1184,0.3087431,0.9046777,10.20805,1.679215,0.496383
1188,0.3217533,0.8964748,9.849541,1.723776,0.5219167
1192,0.3256721,0.8939377,9.74439,1.715377,0.5498427
1196,0.326266,0.8935505,9.728564,1.699857,0.5658819
1200,0.3245181,0.894688,9.775222,1.692476,0.5633373
1204,0.3287772,0.8919055,9.661966,1.689728,0.5860216
1208,0.3345295,0.88809,9.511312,1.705258,0.6017834
1212,0.3408138,0.8838459,9.349655,1.71717,0.6231701
1216,0.3409856,0.8837288,9.345279,1.706339,0.6317356
1220,0.3459861,0.8802936,9.218826,1.726018,0.6416737
1224,0.3521835,0.8759668,9.06462,1.72655,0.6708309
1228,0.3465653,0.8798925,9.204298,1.682207,0.6731232
1232,0.3510855,0.876739,9.091742,1.705367,0.6793306
1236,0.3513339,0.8765645,9.085599,1.694636,0.6870354
1240,0.3550967,0.8739063,8.993067,1.684922,0.7094605
1244,0.3572605,0.8723649,8.9403,1.678099,0.722681
1248,0.3618937,0.8690329,8.828379,1.678588,0.7425634
1252,0.361892,0.8690342,8.828422,1.656451,0.7533917
1256,0.3630043,0.8682278,8.801764,1.645098,0.7632588
1260,0.3713326,0.8621121,8.604738,1.674799,0.7849385
1264,0.3794669,0.8560048,8.416521,1.684839,0.8152759
1268,0.3839774,0.8525614,8.313889,1.677097,0.8376527
1272,0.3812312,0.8546628,8.376231,1.677794,0.8257391
1276,0.3820944,0.8540038,8.356586,1.658934,0.8367901
1280,0.3861728,0.8508705,8.264366,1.635263,0.8618996
1284,0.3902227,0.8477263,8.173751,1.657241,0.8710732
1288,0.3916068,0.8466441,8.142995,1.637854,0.8830773
1292,0.3977949,0.8417592,8.006816,1.622848,0.9123403
1296,0.4018481,0.8385181,7.918763,1.616863,0.9300445
1300,0.4017461,0.8386,7.920966,1.628854,0.9265651
1304,0.4020878,0.8383254,7.913582,1.623259,0.9293858
1308,0.40734,0.8340741,7.800858,1.597693,0.9560892
1312,0.4093669,0.8324187,7.757745,1.608173,0.9618447
1316,0.4138315,0.8287435,7.66353,1.609052,0.9793223
1320,0.414038,0.8285726,7.659197,1.604496,0.9810365
1324,0.4204156,0.8232508,7.526425,1.594407,1.007936
1328,0.4262922,0.8182749,7.405851,1.605376,1.029382
1332,0.4265123,0.8180873,7.401369,1.58949,1.032608
1336,0.4294741,0.8155521,7.341262,1.570772,1.046529
1340,0.4375663,0.8085357,7.179122,1.584231,1.0767
1344,0.4399481,0.8064457,7.131972,1.572987,1.087111
1348,0.4325411,0.8129082,7.279452,1.572902,1.058208
1352,0.4394704,0.8068658,7.141408,1.583976,1.084231
1356,0.4429907,0.8037593,7.072109,1.571599,1.099146
1360,0.4482473,0.7990744,6.969646,1.555501,1.120682
1364,0.4499423,0.7975519,6.936864,1.555564,1.127292
1368,0.4566208,0.7914975,6.808887,1.557984,1.153395
1372,0.4581324,0.7901146,6.780179,1.553102,1.159455
1376,0.4591557,0.789176,6.7608,1.546429,1.16357
1380,0.4652145,0.7835754,6.646934,1.545884,1.187397
1384,0.4690712,0.7799722,6.575224,1.552936,1.202737
1388,0.4735074,0.7757908,6.493464,1.576734,1.220708
1392,0.4717913,0.777413,6.525002,1.537979,1.213252
1396,0.471511,0.7776774,6.530163,1.539683,1.212189
1400,0.4779536,0.7715604,6.412286,1.53856,1.237768
1404,0.4850672,0.7647098,6.283962,1.517612,1.264858
1408,0.4872129,0.7626235,6.245624,1.514367,1.273142
1412,0.4856533,0.7641408,6.273473,1.515659,1.267038
1416,0.4921865,0.7577524,6.157405,1.523605,1.2939
1420,0.4917095,0.7582218,6.165829,1.509226,1.290623
1424,0.4937063,0.7562541,6.130626,1.524915,1.300164
1428,0.4953003,0.7546776,6.102628,1.530665,1.307166
1432,0.4995604,0.7504394,6.02824,1.515815,1.322984
1436,0.5047323,0.7452453,5.938779,1.482871,1.339573
1440,0.5099903,0.7399099,5.848762,1.508155,1.364676
1444,0.512161,0.7376912,5.811872,1.496463,1.371852
1448,0.5143178,0.7354772,5.77537,1.484304,1.378708
1452,0.5122978,0.737551,5.80955,1.468722,1.367776
1456,0.5150129,0.7347617,5.763638,1.477809,1.380423
1460,0.5177134,0.7319728,5.718212,1.466154,1.389299
1464,0.522873,0.7266039,5.632076,1.462298,1.409657
1468,0.5245799,0.7248158,5.603766,1.457853,1.415743
1472,0.5268134,0.7224676,5.566864,1.463205,1.426104
1476,0.526248,0.723063,5.57619,1.464455,1.424029
1480,0.5276022,0.7216359,5.553869,1.45288,1.427108
1484,0.5294355,0.7196981,5.523739,1.443986,1.432635
1488,0.5318466,0.7171391,5.484271,1.453322,1.444795
1492,0.5372518,0.7113606,5.396443,1.464679,1.470132
1496,0.5376628,0.7109187,5.3898,1.468667,1.47281
1500,0.539574,0.7088599,5.35898,1.428951,1.470909
1504,0.5427779,0.7053921,5.307556,1.425943,1.483496
1508,0.544748,0.7032496,5.276086,1.429805,1.492852
1512,0.5442963,0.7037416,5.283293,1.444582,1.494954
1516,0.544155,0.7038953,5.285547,1.43589,1.492018
1520,0.5509909,0.696409,5.177112,1.406575,1.512419
1524,0.5551654,0.6917914,5.111552,1.39497,1.526421
1528,0.559006,0.6875123,5.051671,1.397135,1.543497
1532,0.5604447,0.6859018,5.029345,1.400746,1.550872
1536,0.5575395,0.6891497,5.074488,1.408104,1.540788
1540,0.5617545,0.6844319,5.009068,1.37303,1.546958
1544,0.5660635,0.6795722,4.942698,1.364689,1.562332
1548,0.5676501,0.6777734,4.918386,1.374231,1.572672
1552,0.5646197,0.6812047,4.96488,1.394638,1.566829
1556,0.5696403,0.6755099,4.887985,1.375517,1.581764
1560,0.5714188,0.6734805,4.860909,1.380749,1.591449
1564,0.5731468,0.6715028,4.834683,1.390445,1.60261
1568,0.5760901,0.6681202,4.790192,1.378645,1.611187
1572,0.5799829,0.6636199,4.731697,1.349577,1.616826
1576,0.5815549,0.6617938,4.708185,1.352336,1.624892
1580,0.5870424,0.6553812,4.62661,1.334242,1.641529
1584,0.5877476,0.6545528,4.616183,1.325878,1.640972
1588,0.5890899,0.6529731,4.596369,1.323278,1.645767
1592,0.5862992,0.6562532,4.637614,1.328244,1.635605
1596,0.5889163,0.6531776,4.598928,1.3539,1.658408
1600,0.5917866,0.6497886,4.556698,1.347239,1.668493
1604,0.5955148,0.6453621,4.502149,1.308382,1.667578
1608,0.5961254,0.6446345,4.493248,1.303436,1.667959
1612,0.5979959,0.6424009,4.466035,1.323091,1.685723
1616,0.6035591,0.6357164,4.385604,1.299693,1.699773
1620,0.6050857,0.6338713,4.363663,1.30334,1.708584
1624,0.603955,0.6352383,4.379908,1.307604,1.705506
1628,0.6042024,0.6349394,4.37635,1.302473,1.704099
1632,0.6084923,0.6297371,4.314898,1.292922,1.719001
1636,0.6099164,0.6280019,4.294593,1.302696,1.730605
1640,0.6057093,0.6331163,4.354716,1.33458,1.726717
1644,0.6111116,0.6265426,4.277589,1.299448,1.734511
1648,0.6135258,0.6235861,4.243343,1.297025,1.74455
1652,0.6147591,0.6220713,4.225901,1.29416,1.748842
1656,0.6196744,0.6160036,4.156729,1.261305,1.754065
1660,0.6198475,0.6157891,4.154303,1.266516,1.757798
1664,0.6211716,0.6141459,4.135768,1.27098,1.766545
1668,0.6233416,0.6114453,4.105478,1.266786,1.774497
1672,0.6248385,0.6095768,4.084644,1.253337,1.773917
1676,0.6243521,0.6101844,4.091408,1.257975,1.774281
1680,0.6257809,0.6083982,4.071553,1.26301,1.783991
1684,0.6273082,0.6064844,4.050381,1.25184,1.784821
1688,0.6314072,0.6013249,3.993809,1.250646,1.803846
1692,0.634515,0.5973907,3.951161,1.25582,1.822081
1696,0.6373268,0.5938145,3.912756,1.240712,1.826686
1700,0.6385363,0.5922713,3.896287,1.237966,1.830932
1704,0.6376156,0.5934463,3.908821,1.250429,1.834073
1708,0.6387189,0.5920382,3.893805,1.246784,1.83729
1712,0.6386188,0.5921661,3.895166,1.23053,1.82669
1716,0.6419783,0.5878639,3.849594,1.236108,1.846799
1720,0.6451184,0.5838223,3.807212,1.233661,1.860931
1724,0.6436839,0.5856711,3.826547,1.248749,1.863276
1728,0.6448817,0.5841277,3.8104,1.22775,1.855947
1732,0.6492606,0.5784606,3.751619,1.217196,1.871052
1736,0.6480181,0.5800726,3.768258,1.251851,1.887205
1740,0.6504889,0.5768642,3.735202,1.237635,1.890714
1744,0.6535779,0.572836,3.694053,1.220563,1.89527
1748,0.6573043,0.567951,3.64467,1.206171,1.904654
1752,0.6560424,0.5696083,3.661361,1.213385,1.903093
1756,0.6544153,0.5717406,3.682931,1.224153,1.901983
1760,0.6532784,0.5732274,3.698035,1.257841,1.918179
1764,0.6544803,0.5716556,3.682069,1.254964,1.922602
1768,0.6639836,0.5591257,3.556852,1.2014,1.936152
1772,0.6585613,0.5662971,3.628076,1.215322,1.91747
1776,0.6587238,0.566083,3.625933,1.231409,1.929268
1780,0.6620925,0.5616335,3.581626,1.210858,1.932857
1784,0.6641137,0.558953,3.555151,1.20276,1.937804
1788,0.6647,0.558174,3.547487,1.18819,1.930457
1792,0.663694,0.5595102,3.560642,1.199317,1.933146
1796,0.6663438,0.5559859,3.526032,1.198543,1.946597
1800,0.665424,0.5572108,3.53803,1.216682,1.954587
1804,0.6713793,0.5492498,3.46064,1.206978,1.979712
1808,0.6726612,0.5475268,3.444072,1.191789,1.975543
1812,0.6755679,0.5436081,3.40662,1.187736,1.988331
1816,0.66994,0.5511804,3.479281,1.21429,1.977172
1820,0.6671624,0.5548944,3.515369,1.24435,1.983151
1824,0.6681176,0.5536189,3.502942,1.23315,1.980601
1828,0.6705008,0.5504287,3.472015,1.22753,1.989635
1832,0.6763581,0.5425397,3.396466,1.197344,1.999844
1836,0.6790611,0.5388761,3.361823,1.189935,2.009204
1840,0.6757522,0.543359,3.404251,1.216423,2.010549
1844,0.6697921,0.5513785,3.481199,1.245718,1.998467
1848,0.6742414,0.5453986,3.423692,1.241672,2.020256
1852,0.6741692,0.5454959,3.424622,1.235992,2.015836
1856,0.6776403,0.5408036,3.380015,1.218914,2.022869
1860,0.681189,0.5359815,3.334647,1.204321,2.031932
1864,0.6806881,0.5366637,3.341036,1.210387,2.033657
1868,0.6797438,0.5379484,3.353095,1.205244,2.02452
1872,0.6879939,0.5266644,3.248308,1.201509,2.068522
1876,0.6836305,0.5326494,3.303572,1.242039,2.073769
1880,0.6814492,0.535627,3.33133,1.228847,2.051616
1884,0.6867945,0.5283133,3.263463,1.189494,2.052338
1888,0.6904275,0.5233099,3.217638,1.215205,2.093197
1892,0.6888977,0.52542,3.236906,1.219116,2.087247
1896,0.689819,0.5241497,3.225296,1.219579,2.092982
1900,0.6891335,0.5250951,3.233933,1.222461,2.091165
1904,0.6876813,0.5270944,3.252255,1.224505,2.084243
1908,0.6877989,0.5269327,3.25077,1.223462,2.084141
1912,0.684933,0.5308667,3.287038,1.23621,2.077022
1916,0.6898323,0.5241314,3.22513,1.248172,2.11456
1920,0.6939672,0.5184096,3.173222,1.244459,2.136477
1924,0.6937056,0.5187726,3.176497,1.228552,2.122808
1928,0.6925027,0.52044,3.19157,1.243449,2.126933
1932,0.6934918,0.5190692,3.179174,1.267472,2.150776
1936,0.6960182,0.5155586,3.147588,1.267307,2.166059
1940,0.696753,0.5145352,3.138422,1.247813,2.155886
1944,0.6985815,0.5119839,3.115658,1.228534,2.152175
1948,0.6994144,0.5108196,3.105309,1.220549,2.150986
1952,0.6996211,0.5105304,3.102742,1.245316,2.171542
1956,0.695026,0.5169388,3.159978,1.25172,2.148346
1960,0.6998688,0.5101837,3.099668,1.228987,2.160385
1964,0.6994585,0.5107578,3.104761,1.254364,2.177474
1968,0.6945304,0.5176276,3.166175,1.305767,2.184911
1972,0.6984489,0.5121691,3.117307,1.307181,2.210406
1976,0.7019789,0.5072256,3.073519,1.294127,2.223177
1980,0.7069514,0.5002197,3.012209,1.259994,2.22889
1984,0.7092107,0.4970202,2.984495,1.29163,2.267911
1988,0.7057609,0.5019016,3.026848,1.314532,2.262599
1992,0.7033519,0.5052961,3.056547,1.316838,2.248678
1996,0.7057059,0.5019792,3.027525,1.32597,2.270638
2000,0.7080702,0.4986365,2.998473,1.30388,2.269735
2004,0.7062551,0.5012038,3.020768,1.319426,2.269432
2008,0.7136778,0.4906641,2.929957,1.338496,2.333055
2012,0.7144443,0.4895694,2.920633,1.354642,2.350253
2016,0.7103875,0.4953496,2.970094,1.36586,2.330701
2020,0.713502,0.4909149,2.932096,1.351872,2.341756
2024,0.7189795,0.4830684,2.865669,1.33712,2.368493
2028,0.7176588,0.4849659,2.88164,1.351287,2.369993
2032,0.7186266,0.4835758,2.869934,1.351134,2.376628
2036,0.7177551,0.4848276,2.880474,1.36831,2.383307
2040,0.7192657,0.4826568,2.862213,1.391505,2.410964
2044,0.7245117,0.4750828,2.799092,1.34555,2.413994
2048,0.7251302,0.4741862,2.79168,1.356299,2.42671
2052,0.7221525,0.4784958,2.827422,1.376014,2.420204
2056,0.7229866,0.4772903,2.817395,1.386712,2.434162
2060,0.7266454,0.4719865,2.77355,1.377226,2.453678
2064,0.7303228,0.4666286,2.729703,1.380393,2.483271
2068,0.7300068,0.4670901,2.733462,1.38216,2.482269
2072,0.7287362,0.4689436,2.748594,1.398029,2.48483
2076,0.7310439,0.4655747,2.72113,1.396498,2.50097
2080,0.7316855,0.4646363,2.713511,1.40991,2.515965
2084,0.7317787,0.4645,2.712405,1.422955,2.526448
2088,0.7343986,0.4606587,2.681363,1.400558,2.52956
2092,0.7374167,0.4562166,2.645741,1.396697,2.549854
2096,0.7386512,0.4543945,2.631212,1.392536,2.5562
2100,0.7374944,0.456102,2.644825,1.409958,2.56074
2104,0.7370439,0.4567662,2.650132,1.41947,2.564521
2108,0.7368867,0.4569981,2.651986,1.439181,2.57822
2112,0.7384384,0.4547088,2.633715,1.441332,2.592115
2116,0.7399331,0.452499,2.616151,1.439294,2.602483
2120,0.7403435,0.4518916,2.611336,1.437081,2.604077
2124,0.7403371,0.4519009,2.611409,1.449337,2.613341
2128,0.7401506,0.4521771,2.613598,1.487939,2.640568
2132,0.7442475,0.4460956,2.565652,1.47525,2.664816
2136,0.7432392,0.4475955,2.577428,1.488624,2.666467
2140,0.7453343,0.4444767,2.552978,1.475539,2.674059
2144,0.745942,0.4435706,2.545899,1.492675,2.692046
2148,0.7437412,0.4468491,2.571564,1.510499,2.68677
2152,0.7454062,0.4443696,2.55214,1.518878,2.706927
2156,0.746331,0.44299,2.54137,1.513767,2.711016
2160,0.7479692,0.440542,2.522326,1.538012,2.742849
2164,0.7486007,0.4395971,2.514996,1.538706,2.748823
2168,0.7510475,0.4359277,2.486652,1.528865,2.76287
2172,0.7496754,0.4379868,2.502535,1.524242,2.747478
2176,0.7508277,0.4362577,2.489194,1.548018,2.775106
2180,0.7527159,0.4334187,2.467378,1.568696,2.806995
2184,0.7480004,0.4404953,2.521963,1.597964,2.785892
2188,0.7514873,0.4352669,2.481568,1.562857,2.791782
2192,0.7526038,0.4335875,2.468672,1.598437,2.827415
2196,0.7554036,0.4293653,2.436418,1.579067,2.838859
2200,0.7576949,0.4258984,2.410113,1.578788,2.859665
2204,0.7531797,0.4327204,2.462028,1.629414,2.854511
2208,0.7509544,0.4360675,2.487729,1.652051,2.849686
2212,0.7542138,0.4311615,2.45011,1.650131,2.878456
2216,0.7586927,0.4243854,2.398682,1.657017,2.925457
